reporting_year,reporting_month,organization,action_as_per_source,enforcement_type,proactive_flag,topic,value,units,notes,standard_value,date
2023,September,Instagram,Proactive Rate,Content Actioned,Proactive,Bullying and Harassment,98.9,value in percentage,,98.9,2023-09-01
2023,September,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Nudity and Physical Abuse,93.8,value in percentage,,93.8,2023-09-01
2023,September,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Sexual Exploitation,97.3,value in percentage,,97.3,2023-09-01
2023,September,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Organized Hate,85.6,value in percentage,,85.6,2023-09-01
2023,September,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Terrorism,99.6,value in percentage,,99.6,2023-09-01
2023,September,Instagram,Proactive Rate,Content Actioned,Proactive,Hate Speech,94.8,value in percentage,,94.8,2023-09-01
2023,September,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Drugs,98.8,value in percentage,,98.8,2023-09-01
2023,September,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Firearms,99.6,value in percentage,,99.6,2023-09-01
2023,September,Instagram,Proactive Rate,Content Actioned,Proactive,Suicide and Self-Injury,99.8,value in percentage,,99.8,2023-09-01
2023,September,Instagram,Proactive Rate,Content Actioned,Proactive,Violence and Incitement,99.4,value in percentage,,99.4,2023-09-01
2023,September,Instagram,Proactive Rate,Content Actioned,Proactive,Violent and Graphic Content,99.1,value in percentage,,99.1,2023-09-01
2023,October,Instagram,Content Actioned,Content Actioned,Unknown,Adult Nudity and Sexual Activity,963.9,value in thousands,,963.9,2023-10-01
2023,October,Instagram,Content Actioned,Content Actioned,Unknown,Bullying and Harassment,584.9,value in thousands,,584.9,2023-10-01
2023,October,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Nudity and Physical Abuse,21.6,value in thousands,,21.6,2023-10-01
2023,October,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Sexual Exploitation,254.2,value in thousands,,254.2,2023-10-01
2023,October,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Organized Hate,7.6,value in thousands,,7.6,2023-10-01
2023,October,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Terrorism,69.2,value in thousands,,69.2,2023-10-01
2023,October,Instagram,Content Actioned,Content Actioned,Unknown,Hate Speech,47.8,value in thousands,,47.8,2023-10-01
2023,October,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Drugs,1.7,value in thousands,,1.7,2023-10-01
2023,October,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Firearms,2.4,value in thousands,,2.4,2023-10-01
2023,October,Instagram,Content Actioned,Content Actioned,Unknown,Suicide and Self-Injury,666.7,value in millions,,666.7,2023-10-01
2023,October,Instagram,Content Actioned,Content Actioned,Unknown,Suicide and Self-Injury,666.7,value in thousands,,666.7,2023-10-01
2023,October,Instagram,Content Actioned,Content Actioned,Unknown,Violence and Incitement,164.8,value in thousands,,164.8,2023-10-01
2023,October,Instagram,Content Actioned,Content Actioned,Unknown,Violent and Graphic Content,684.1,value in thousands,,684.1,2023-10-01
2023,October,Instagram,Proactive Rate,Content Actioned,Proactive,Adult Nudity and Sexual Activity,97.5,value in percentage,,97.5,2023-10-01
2023,October,Instagram,Proactive Rate,Content Actioned,Proactive,Bullying and Harassment,97.0,value in percentage,,97.0,2023-10-01
2023,October,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Nudity and Physical Abuse,96.4,value in percentage,,96.4,2023-10-01
2023,October,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Sexual Exploitation,94.8,value in percentage,,94.8,2023-10-01
2023,October,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Organized Hate,78.7,value in percentage,,78.7,2023-10-01
2023,October,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Terrorism,98.1,value in percentage,,98.1,2023-10-01
2023,October,Instagram,Proactive Rate,Content Actioned,Proactive,Hate Speech,82.6,value in percentage,,82.6,2023-10-01
2023,October,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Drugs,98.8,value in percentage,,98.8,2023-10-01
2023,October,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Firearms,99.6,value in percentage,,99.6,2023-10-01
2023,October,Instagram,Proactive Rate,Content Actioned,Proactive,Suicide and Self-Injury,99.4,value in percentage,,99.4,2023-10-01
2023,October,Instagram,Proactive Rate,Content Actioned,Proactive,Violence and Incitement,99.4,value in percentage,,99.4,2023-10-01
2023,October,Instagram,Proactive Rate,Content Actioned,Proactive,Violent and Graphic Content,99.3,value in percentage,,99.3,2023-10-01
2023,November,Instagram,Content Actioned,Content Actioned,Unknown,Adult Nudity and Sexual Activity,1.1,value in thousands,,1.1,2023-11-01
2023,November,Instagram,Content Actioned,Content Actioned,Unknown,Bullying and Harassment,693.1,value in thousands,,693.1,2023-11-01
2023,November,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Nudity and Physical Abuse,14.2,value in thousands,,14.2,2023-11-01
2023,November,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Sexual Exploitation,293.2,value in thousands,,293.2,2023-11-01
2023,November,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Organized Hate,4.3,value in thousands,,4.3,2023-11-01
2023,November,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Terrorism,79.1,value in thousands,,79.1,2023-11-01
2023,November,Instagram,Content Actioned,Content Actioned,Unknown,Hate Speech,45.4,value in thousands,,45.4,2023-11-01
2023,November,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Drugs,1.5,value in thousands,,1.5,2023-11-01
2023,November,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Firearms,2.7,value in thousands,,2.7,2023-11-01
2023,November,Instagram,Content Actioned,Content Actioned,Unknown,Suicide and Self-Injury,1.6,value in millions,,1.6,2023-11-01
2023,November,Instagram,Content Actioned,Content Actioned,Unknown,Violence and Incitement,139.9,value in thousands,,139.9,2023-11-01
2023,November,Instagram,Content Actioned,Content Actioned,Unknown,Violent and Graphic Content,7222.3,value in thousands,,7222.3,2023-11-01
2023,November,Instagram,Proactive Rate,Content Actioned,Proactive,Adult Nudity and Sexual Activity,96.6,value in percentage,,96.6,2023-11-01
2023,November,Instagram,Proactive Rate,Content Actioned,Proactive,Bullying and Harassment,97.7,value in percentage,,97.7,2023-11-01
2023,November,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Nudity and Physical Abuse,93.2,value in percentage,,93.2,2023-11-01
2023,November,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Sexual Exploitation,98.5,value in percentage,,98.5,2023-11-01
2023,November,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Organized Hate,78.3,value in percentage,,78.3,2023-11-01
2023,November,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Terrorism,99.1,value in percentage,,99.1,2023-11-01
2023,November,Instagram,Proactive Rate,Content Actioned,Proactive,Hate Speech,76.0,value in percentage,,76.0,2023-11-01
2023,November,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Drugs,99.7,value in percentage,,99.7,2023-11-01
2023,November,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Firearms,99.4,value in percentage,,99.4,2023-11-01
2023,November,Instagram,Proactive Rate,Content Actioned,Proactive,Suicide and Self-Injury,99.7,value in percentage,,99.7,2023-11-01
2023,November,Instagram,Proactive Rate,Content Actioned,Proactive,Violence and Incitement,98.8,value in percentage,,98.8,2023-11-01
2023,November,Instagram,Proactive Rate,Content Actioned,Proactive,Violent and Graphic Content,99.3,value in percentage,,99.3,2023-11-01
2023,December,Instagram,Content Actioned,Content Actioned,Unknown,Adult Nudity and Sexual Activity,1.0,value in thousands,,1.0,2023-12-01
2023,December,Instagram,Content Actioned,Content Actioned,Unknown,Bullying and Harassment,741.8,value in thousands,,741.8,2023-12-01
2023,December,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Nudity and Physical Abuse,8.9,value in thousands,,8.9,2023-12-01
2023,December,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Sexual Exploitation,290.8,value in thousands,,290.8,2023-12-01
2023,December,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Organized Hate,5.0,value in thousands,,5.0,2023-12-01
2023,December,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Terrorism,57.5,value in thousands,,57.5,2023-12-01
2023,December,Instagram,Content Actioned,Content Actioned,Unknown,Hate Speech,45.3,value in thousands,,45.3,2023-12-01
2023,December,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Drugs,1.6,value in thousands,,1.6,2023-12-01
2023,December,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Firearms,3.0,value in thousands,,3.0,2023-12-01
2023,December,Instagram,Content Actioned,Content Actioned,Unknown,Suicide and Self-Injury,1.7,value in millions,,1.7,2023-12-01
2023,December,Instagram,Content Actioned,Content Actioned,Unknown,Violence and Incitement,328.0,value in thousands,,328.0,2023-12-01
2023,December,Instagram,Content Actioned,Content Actioned,Unknown,Violent and Graphic Content,2.0,value in thousands,,2.0,2023-12-01
2023,December,Instagram,Proactive Rate,Content Actioned,Proactive,Adult Nudity and Sexual Activity,96.4,value in percentage,,96.4,2023-12-01
2023,December,Instagram,Proactive Rate,Content Actioned,Proactive,Bullying and Harassment,97.8,value in percentage,,97.8,2023-12-01
2023,December,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Nudity and Physical Abuse,94.5,value in percentage,,94.5,2023-12-01
2023,December,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Sexual Exploitation,98.4,value in percentage,,98.4,2023-12-01
2023,December,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Organized Hate,82.8,value in percentage,,82.8,2023-12-01
2023,December,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Terrorism,99.0,value in percentage,,99.0,2023-12-01
2023,December,Instagram,Proactive Rate,Content Actioned,Proactive,Hate Speech,86.5,value in percentage,,86.5,2023-12-01
2023,December,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Drugs,99.6,value in percentage,,99.6,2023-12-01
2023,December,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Firearms,99.6,value in percentage,,99.6,2023-12-01
2023,December,Instagram,Proactive Rate,Content Actioned,Proactive,Suicide and Self-Injury,99.7,value in percentage,,99.7,2023-12-01
2023,December,Instagram,Proactive Rate,Content Actioned,Proactive,Violence and Incitement,99.3,value in percentage,,99.3,2023-12-01
2023,December,Instagram,Proactive Rate,Content Actioned,Proactive,Violent and Graphic Content,99.6,value in percentage,,99.6,2023-12-01
2023,January,Koo,Highlighted in proactive moderation,Content Actioned,Proactive,Proactive Content Moderation,23757.0,value in absolute number,,23757.0,2023-01-01
2023,January,Koo,Other action,Content Actioned,Proactive,Proactive Content Moderation,21817.0,value in absolute number,,21817.0,2023-01-01
2023,January,Koo,Removed,Content Removed,Proactive,Proactive Content Moderation,1940.0,value in absolute number,,1940.0,2023-01-01
2023,February,Koo,Highlighted in proactive moderation,Content Actioned,Proactive,Proactive Content Moderation,28522.0,value in absolute number,,28522.0,2023-02-01
2023,February,Koo,Other action,Content Actioned,Proactive,Proactive Content Moderation,26664.0,value in absolute number,,26664.0,2023-02-01
2023,February,Koo,Removed,Content Removed,Proactive,Proactive Content Moderation,1858.0,value in absolute number,,1858.0,2023-02-01
2023,March,Koo,Highlighted in proactive moderation,Content Actioned,Proactive,Proactive Content Moderation,14196.0,value in absolute number,,14196.0,2023-03-01
2023,March,Koo,Other action,Content Actioned,Proactive,Proactive Content Moderation,10807.0,value in absolute number,,10807.0,2023-03-01
2023,March,Koo,Removed,Content Removed,Proactive,Proactive Content Moderation,3389.0,value in absolute number,,3389.0,2023-03-01
2023,April,Koo,Highlighted in proactive moderation,Content Actioned,Proactive,Proactive Content Moderation,11937.0,value in absolute number,,11937.0,2023-04-01
2023,April,Koo,Other action,Content Actioned,Proactive,Proactive Content Moderation,9519.0,value in absolute number,,9519.0,2023-04-01
2023,April,Koo,Removed,Content Removed,Proactive,Proactive Content Moderation,2418.0,value in absolute number,,2418.0,2023-04-01
2023,May,Koo,Highlighted in proactive moderation,Content Actioned,Proactive,Proactive Content Moderation,23022.0,value in absolute number,,23022.0,2023-05-01
2023,May,Koo,Other action,Content Actioned,Proactive,Proactive Content Moderation,18552.0,value in absolute number,,18552.0,2023-05-01
2023,May,Koo,Removed,Content Removed,Proactive,Proactive Content Moderation,4470.0,value in absolute number,,4470.0,2023-05-01
2023,June,Koo,Highlighted in proactive moderation,Content Actioned,Proactive,Proactive Content Moderation,15758.0,value in absolute number,,15758.0,2023-06-01
2023,June,Koo,Other action,Content Actioned,Proactive,Proactive Content Moderation,11844.0,value in absolute number,,11844.0,2023-06-01
2023,June,Koo,Removed,Content Removed,Proactive,Proactive Content Moderation,3909.0,value in absolute number,,3909.0,2023-06-01
2023,July,Koo,Highlighted in proactive moderation,Content Actioned,Proactive,Proactive Content Moderation,14013.0,value in absolute number,,14013.0,2023-07-01
2023,July,Koo,Other action,Content Actioned,Proactive,Proactive Content Moderation,10633.0,value in absolute number,,10633.0,2023-07-01
2023,July,Koo,Removed,Content Removed,Proactive,Proactive Content Moderation,3380.0,value in absolute number,,3380.0,2023-07-01
2023,September,Koo,Highlighted in proactive moderation,Content Actioned,Proactive,Proactive Content Moderation,11862.0,value in absolute number,,11862.0,2023-09-01
2023,September,Koo,Highlighted in proactive moderation,Content Actioned,Proactive,Proactive Content Moderation,11682.0,value in absolute number,,11682.0,2023-09-01
2023,September,Koo,Other action,Content Actioned,Proactive,Proactive Content Moderation,8919.0,value in absolute number,,8919.0,2023-09-01
2023,September,Koo,Removed,Content Removed,Proactive,Proactive Content Moderation,2763.0,value in absolute number,,2763.0,2023-09-01
2023,October,Koo,Highlighted in proactive moderation,Content Actioned,Proactive,Proactive Content Moderation,17634.0,value in absolute number,,17634.0,2023-10-01
2023,October,Koo,Other action,Content Actioned,Proactive,Proactive Content Moderation,14613.0,value in absolute number,,14613.0,2023-10-01
2023,October,Koo,Removed,Content Removed,Proactive,Proactive Content Moderation,3201.0,value in absolute number,,3201.0,2023-10-01
